Date,Product,Region,Units_Sold,Price,Revenue,Marketing_Spend,Inventory_Level,Season
2025-10-09,Insulin,North,141,46,6486,4371,1161,Spring
2025-10-09,Vitamin C,North,114,21,2394,1665,3897,Winter
2025-10-09,Antibiotic,West,182,47,8554,1619,1565,Monsoon
2025-10-09,Pain Relief,North,272,25,6800,3994,3274,Summer
2025-10-09,Cough Syrup,East,234,30,7020,1955,1092,Summer
2025-10-10,Paracetamol,West,191,28,5348,1499,745,Monsoon
2025-10-10,Insulin,South,281,29,8149,4107,1867,Winter
2025-10-10,Vitamin C,East,256,36,9216,1526,4193,Summer
2025-10-10,Antibiotic,South,219,47,10293,3416,1513,Summer
2025-10-10,Pain Relief,North,289,13,3757,1314,1326,Monsoon
2025-10-10,Cough Syrup,East,229,48,10992,2191,1242,Winter
2025-10-11,Paracetamol,West,208,30,6240,4252,3738,Winter
2025-10-11,Insulin,West,123,20,2460,4256,3477,Winter
2025-10-11,Vitamin C,East,61,16,976,4305,1212,Summer
2025-10-11,Antibiotic,South,255,7,1785,1818,891,Winter
2025-10-11,Pain Relief,North,259,10,2590,2036,1439,Spring
2025-10-11,Cough Syrup,South,76,29,2204,464,1879,Summer
2025-10-12,Paracetamol,East,153,46,7038,2110,742,Spring
2025-10-12,Insulin,North,85,45,3825,494,1888,Summer
2025-10-12,Vitamin C,West,77,18,1386,4048,3183,Spring
2025-10-12,Antibiotic,West,183,40,7320,3516,1817,Spring
2025-10-12,Pain Relief,North,171,20,3420,656,3485,Spring
2025-10-12,Cough Syrup,South,187,45,8415,1309,4418,Spring
2025-10-13,Paracetamol,South,251,7,1757,3967,3305,Spring
2025-10-13,Insulin,East,89,22,1958,4375,3085,Spring
2025-10-13,Vitamin C,West,284,5,1420,2986,1404,Summer
2025-10-13,Antibiotic,East,130,44,5720,2349,2660,Winter
2025-10-13,Pain Relief,North,92,19,1748,551,1294,Winter
2025-10-13,Cough Syrup,North,160,22,3520,1828,855,Summer
2025-10-14,Paracetamol,East,256,34,8704,847,1658,Spring
2025-10-14,Insulin,South,223,27,6021,1282,4530,Winter
2025-10-14,Vitamin C,West,70,23,1610,2452,3159,Winter
2025-10-14,Antibiotic,East,242,45,10890,402,4125,Monsoon
2025-10-14,Pain Relief,North,182,25,4550,4315,2783,Summer
2025-10-14,Cough Syrup,South,260,37,9620,3503,4596,Spring
2025-10-15,Paracetamol,West,272,9,2448,3422,836,Monsoon
2025-10-15,Insulin,West,235,41,9635,2770,1700,Spring
2025-10-15,Vitamin C,East,117,42,4914,2255,809,Monsoon
2025-10-15,Antibiotic,South,138,37,5106,4061,4749,Spring
2025-10-15,Pain Relief,South,294,27,7938,1758,2425,Spring
2025-10-15,Cough Syrup,West,250,49,12250,4589,999,Summer
2025-10-16,Paracetamol,South,270,41,11070,2195,671,Monsoon
2025-10-16,Insulin,East,293,46,13478,4551,537,Winter
2025-10-16,Vitamin C,South,190,43,8170,4053,2735,Spring
2025-10-16,Antibiotic,South,191,35,6685,849,2764,Spring
2025-10-16,Pain Relief,East,202,43,8686,1876,1396,Monsoon
2025-10-16,Cough Syrup,South,284,38,10792,3734,2258,Spring
2025-10-17,Paracetamol,North,192,42,8064,2670,2052,Spring
2025-10-17,Insulin,South,118,9,1062,3960,1310,Spring
2025-10-17,Vitamin C,South,59,29,1711,779,574,Winter
2025-10-17,Antibiotic,West,171,16,2736,240,1826,Summer
2025-10-17,Pain Relief,West,90,11,990,1617,2138,Spring
2025-10-17,Cough Syrup,South,143,39,5577,2733,4326,Winter
2025-10-18,Paracetamol,East,188,12,2256,372,4363,Monsoon
2025-10-18,Insulin,East,204,46,9384,2321,1571,Monsoon
2025-10-18,Vitamin C,South,119,46,5474,1925,4711,Summer
2025-10-18,Antibiotic,South,82,32,2624,1998,641,Spring
2025-10-18,Pain Relief,West,291,12,3492,4799,3801,Summer
2025-10-18,Cough Syrup,East,175,30,5250,3615,2753,Summer
2025-10-19,Paracetamol,North,77,7,539,4035,1052,Spring
2025-10-19,Insulin,West,176,39,6864,1474,3175,Monsoon
2025-10-19,Vitamin C,South,127,10,1270,4792,864,Winter
2025-10-19,Antibiotic,West,94,43,4042,4457,2595,Spring
2025-10-19,Pain Relief,North,73,46,3358,742,3116,Monsoon
2025-10-19,Cough Syrup,East,190,17,3230,3457,3600,Summer
2025-10-20,Paracetamol,West,273,15,4095,5000,1371,Summer
2025-10-20,Insulin,East,196,20,3920,4393,2982,Winter
2025-10-20,Vitamin C,North,163,40,6520,703,4465,Monsoon
2025-10-20,Antibiotic,South,279,27,7533,1953,4173,Monsoon
2025-10-20,Pain Relief,West,100,13,1300,2792,3486,Monsoon
2025-10-20,Cough Syrup,West,259,42,10878,1809,2588,Monsoon
2025-10-21,Paracetamol,East,293,41,12013,3513,4408,Summer
2025-10-21,Insulin,North,135,24,3240,1299,3181,Monsoon
2025-10-21,Vitamin C,North,163,30,4890,1123,794,Monsoon
2025-10-21,Antibiotic,West,56,13,728,3112,1805,Monsoon
2025-10-21,Pain Relief,West,80,24,1920,3390,908,Spring
2025-10-21,Cough Syrup,West,277,9,2493,799,1245,Winter
2025-10-22,Paracetamol,South,237,23,5451,3694,3142,Winter
2025-10-22,Insulin,East,110,26,2860,4484,4697,Spring
2025-10-22,Vitamin C,South,298,27,8046,1674,1368,Summer
2025-10-22,Antibiotic,East,234,20,4680,1529,3523,Winter
2025-10-22,Pain Relief,East,252,25,6300,4468,508,Summer
2025-10-22,Cough Syrup,North,166,19,3154,3724,2019,Winter
2025-10-23,Paracetamol,West,296,33,9768,2289,3026,Winter
2025-10-23,Insulin,South,73,39,2847,1776,1047,Winter
2025-10-23,Vitamin C,West,166,39,6474,2734,4489,Summer
2025-10-23,Antibiotic,North,176,40,7040,876,1440,Spring
2025-10-23,Pain Relief,North,105,42,4410,3450,3761,Monsoon
2025-10-23,Cough Syrup,West,76,8,608,2676,3821,Spring
2025-10-24,Paracetamol,North,278,34,9452,4182,2226,Monsoon
2025-10-24,Insulin,North,225,28,6300,2299,1433,Spring
2025-10-24,Vitamin C,North,281,19,5339,4784,1604,Summer
2025-10-24,Antibiotic,West,296,19,5624,4195,1097,Winter
2025-10-24,Pain Relief,South,285,31,8835,534,4079,Summer
2025-10-24,Cough Syrup,South,273,17,4641,2762,4368,Spring
2025-10-25,Paracetamol,West,127,44,5588,4663,2498,Monsoon
2025-10-25,Insulin,South,282,39,10998,2464,1680,Summer
2025-10-25,Vitamin C,South,238,16,3808,607,2806,Winter
2025-10-25,Antibiotic,East,204,6,1224,3076,4334,Summer
2025-10-25,Pain Relief,West,299,32,9568,3409,3609,Winter
2025-10-25,Cough Syrup,South,68,41,2788,508,3495,Monsoon
2025-10-26,Paracetamol,West,252,18,4536,3850,1102,Summer
2025-10-26,Insulin,South,91,28,2548,4638,4330,Summer
2025-10-26,Vitamin C,North,137,27,3699,1385,1689,Summer
2025-10-26,Antibiotic,East,222,45,9990,2098,1069,Winter
2025-10-26,Pain Relief,West,249,44,10956,4299,3207,Monsoon
2025-10-26,Cough Syrup,East,98,27,2646,3822,2239,Winter
2025-10-27,Paracetamol,North,195,45,8775,4762,3065,Winter
2025-10-27,Insulin,South,179,31,5549,4281,1403,Monsoon
2025-10-27,Vitamin C,East,133,48,6384,1952,1381,Winter
2025-10-27,Antibiotic,South,152,46,6992,321,1473,Spring
2025-10-27,Pain Relief,South,268,49,13132,1798,3532,Monsoon
2025-10-27,Cough Syrup,North,124,39,4836,756,1879,Winter
2025-10-28,Paracetamol,North,137,25,3425,3476,4853,Monsoon
2025-10-28,Insulin,West,211,8,1688,3354,2934,Monsoon
2025-10-28,Vitamin C,East,238,37,8806,4764,3247,Monsoon
2025-10-28,Antibiotic,North,174,35,6090,255,4782,Winter
2025-10-28,Pain Relief,South,272,23,6256,578,2781,Monsoon
2025-10-28,Cough Syrup,East,137,35,4795,917,4464,Monsoon
2025-10-29,Paracetamol,North,232,38,8816,3202,4550,Spring
2025-10-29,Insulin,North,251,41,10291,3938,875,Monsoon
2025-10-29,Vitamin C,East,150,7,1050,4300,3865,Summer
2025-10-29,Antibiotic,West,76,16,1216,2458,3428,Spring
2025-10-29,Pain Relief,West,76,5,380,794,2735,Monsoon
2025-10-29,Cough Syrup,South,269,42,11298,3379,3022,Winter
2025-10-30,Paracetamol,South,79,12,948,838,1884,Summer
2025-10-30,Insulin,West,89,6,534,4668,4490,Spring
2025-10-30,Vitamin C,West,129,12,1548,2991,967,Summer
2025-10-30,Antibiotic,East,81,7,567,3173,933,Winter
2025-10-30,Pain Relief,West,245,11,2695,3545,645,Summer
2025-10-30,Cough Syrup,North,144,32,4608,2201,4110,Winter
2025-10-31,Paracetamol,West,75,20,1500,3359,2982,Monsoon
2025-10-31,Insulin,West,273,6,1638,4557,4776,Winter
2025-10-31,Vitamin C,North,160,40,6400,4172,1080,Monsoon
2025-10-31,Antibiotic,West,179,49,8771,3675,4364,Monsoon
2025-10-31,Pain Relief,West,173,14,2422,2036,500,Summer
2025-10-31,Cough Syrup,North,112,25,2800,3973,4132,Spring
2025-11-01,Paracetamol,South,281,37,10397,4990,4454,Summer
2025-11-01,Insulin,East,122,25,3050,4689,2319,Monsoon
2025-11-01,Vitamin C,East,268,12,3216,4619,1683,Spring
2025-11-01,Antibiotic,South,146,16,2336,3801,4565,Spring
2025-11-01,Pain Relief,West,258,35,9030,3339,4901,Monsoon
2025-11-01,Cough Syrup,North,86,32,2752,1198,2478,Winter
2025-11-02,Paracetamol,West,132,8,1056,4462,2257,Summer
2025-11-02,Insulin,East,80,22,1760,3240,4451,Spring
2025-11-02,Vitamin C,East,108,31,3348,3413,558,Spring
2025-11-02,Antibiotic,West,102,28,2856,2599,2849,Spring
2025-11-02,Pain Relief,North,75,42,3150,2712,1965,Summer
2025-11-02,Cough Syrup,East,60,22,1320,4157,2541,Monsoon
2025-11-03,Paracetamol,South,162,28,4536,2655,4500,Monsoon
2025-11-03,Insulin,East,265,41,10865,3695,3610,Summer
2025-11-03,Vitamin C,South,57,24,1368,4227,4464,Spring
2025-11-03,Antibiotic,North,247,38,9386,483,3249,Monsoon
2025-11-03,Pain Relief,North,135,34,4590,3325,800,Summer
2025-11-03,Cough Syrup,East,211,8,1688,1193,4326,Summer
2025-11-04,Paracetamol,North,96,29,2784,1764,1214,Winter
2025-11-04,Insulin,West,228,50,11400,3900,2847,Monsoon
2025-11-04,Vitamin C,South,74,36,2664,2637,2574,Spring
2025-11-04,Antibiotic,South,161,5,805,4456,2821,Winter
2025-11-04,Pain Relief,West,104,30,3120,4984,717,Spring
2025-11-04,Cough Syrup,South,155,27,4185,4003,1173,Spring
2025-11-05,Paracetamol,South,178,20,3560,3455,4207,Monsoon
2025-11-05,Insulin,West,105,49,5145,690,2941,Monsoon
2025-11-05,Vitamin C,West,203,31,6293,671,1032,Winter
2025-11-05,Antibiotic,South,213,5,1065,766,1221,Winter
2025-11-05,Pain Relief,South,102,23,2346,4744,1358,Spring
2025-11-05,Cough Syrup,South,61,6,366,4392,4678,Summer
2025-11-06,Paracetamol,West,137,21,2877,2866,1493,Spring
2025-11-06,Insulin,South,168,46,7728,2374,4772,Monsoon
2025-11-06,Vitamin C,West,202,33,6666,787,3042,Monsoon
2025-11-06,Antibiotic,South,79,19,1501,3486,528,Spring
2025-11-06,Pain Relief,East,156,23,3588,1348,3383,Monsoon
2025-11-06,Cough Syrup,South,259,7,1813,3625,3932,Summer
2025-11-07,Paracetamol,North,125,26,3250,2030,3026,Spring
2025-11-07,Insulin,West,77,17,1309,4146,4450,Spring
2025-11-07,Vitamin C,South,205,22,4510,1793,1387,Spring
2025-11-07,Antibiotic,South,207,23,4761,2380,3369,Spring
2025-11-07,Pain Relief,West,165,42,6930,4899,3486,Spring
2025-11-07,Cough Syrup,East,247,22,5434,3957,4299,Winter
2025-11-08,Paracetamol,East,219,12,2628,486,2508,Monsoon
2025-11-08,Insulin,East,293,41,12013,1622,4082,Winter
2025-11-08,Vitamin C,North,208,41,8528,1816,2265,Summer
2025-11-08,Antibiotic,West,145,11,1595,2195,4665,Spring
2025-11-08,Pain Relief,East,152,46,6992,1513,2667,Monsoon
2025-11-08,Cough Syrup,West,112,16,1792,365,954,Spring
2025-11-09,Paracetamol,East,112,50,5600,3851,1626,Winter
2025-11-09,Insulin,West,120,13,1560,1374,4391,Monsoon
2025-11-09,Vitamin C,North,259,8,2072,3790,1760,Winter
2025-11-09,Antibiotic,East,299,40,11960,3767,1708,Spring
2025-11-09,Pain Relief,West,62,31,1922,679,4782,Winter
2025-11-09,Cough Syrup,South,88,7,616,1747,623,Monsoon
2025-11-10,Paracetamol,East,173,13,2249,877,3481,Spring
2025-11-10,Insulin,South,291,29,8439,3816,3074,Summer
2025-11-10,Vitamin C,East,295,9,2655,2711,2547,Spring
2025-11-10,Antibiotic,North,195,42,8190,1864,3292,Summer
2025-11-10,Pain Relief,South,272,48,13056,1475,3715,Spring
2025-11-10,Cough Syrup,North,207,23,4761,3360,1645,Summer
2025-11-11,Paracetamol,West,166,44,7304,2193,562,Spring
2025-11-11,Insulin,East,148,5,740,562,3625,Winter
2025-11-11,Vitamin C,North,271,24,6504,751,1845,Summer
2025-11-11,Antibiotic,West,51,18,918,339,3015,Winter
2025-11-11,Pain Relief,East,266,27,7182,4672,2927,Monsoon
2025-11-11,Cough Syrup,West,281,25,7025,2985,2662,Winter
2025-11-12,Paracetamol,East,114,26,2964,3217,4711,Spring
2025-11-12,Insulin,North,76,18,1368,1654,1138,Summer
2025-11-12,Vitamin C,East,158,27,4266,3774,4732,Spring
2025-11-12,Antibiotic,North,203,10,2030,2782,2690,Spring
2025-11-12,Pain Relief,North,184,28,5152,1416,1976,Spring
2025-11-12,Cough Syrup,South,118,29,3422,1609,1734,Summer
2025-11-13,Paracetamol,North,70,30,2100,4545,2538,Monsoon
2025-11-13,Insulin,East,203,48,9744,4503,2613,Summer
2025-11-13,Vitamin C,South,264,23,6072,448,4056,Winter
2025-11-13,Antibiotic,East,115,9,1035,2461,2976,Spring
2025-11-13,Pain Relief,North,56,28,1568,3223,3300,Summer
2025-11-13,Cough Syrup,West,207,16,3312,3620,4502,Winter
2025-11-14,Paracetamol,North,77,20,1540,2384,2706,Spring
2025-11-14,Insulin,West,271,7,1897,1975,2140,Summer
2025-11-14,Vitamin C,South,226,40,9040,1585,4751,Monsoon
2025-11-14,Antibiotic,East,159,40,6360,887,4008,Winter
2025-11-14,Pain Relief,East,136,49,6664,935,2599,Summer
2025-11-14,Cough Syrup,West,96,26,2496,4615,4792,Spring
2025-11-15,Paracetamol,South,81,44,3564,3239,3780,Spring
2025-11-15,Insulin,West,288,13,3744,2246,4505,Spring
2025-11-15,Vitamin C,South,194,41,7954,1550,3369,Spring
2025-11-15,Antibiotic,North,174,37,6438,789,1324,Spring
2025-11-15,Pain Relief,East,149,24,3576,4026,4076,Monsoon
2025-11-15,Cough Syrup,East,180,24,4320,2212,3330,Spring
2025-11-16,Paracetamol,West,179,12,2148,4784,2727,Summer
2025-11-16,Insulin,East,266,22,5852,4718,1761,Spring
2025-11-16,Vitamin C,South,89,34,3026,3673,1402,Monsoon
2025-11-16,Antibiotic,West,239,8,1912,3381,868,Spring
2025-11-16,Pain Relief,North,144,27,3888,781,3804,Summer
2025-11-16,Cough Syrup,North,274,24,6576,4652,1769,Monsoon
2025-11-17,Paracetamol,East,134,48,6432,4764,2444,Spring
2025-11-17,Insulin,West,97,27,2619,3372,673,Winter
2025-11-17,Vitamin C,South,143,41,5863,4632,4757,Monsoon
2025-11-17,Antibiotic,East,77,44,3388,2033,2469,Spring
2025-11-17,Pain Relief,North,170,34,5780,3756,3287,Monsoon
2025-11-17,Cough Syrup,East,212,35,7420,202,1406,Monsoon
2025-11-18,Paracetamol,East,66,40,2640,2181,2177,Monsoon
2025-11-18,Insulin,East,94,48,4512,763,3652,Monsoon
2025-11-18,Vitamin C,East,152,6,912,1008,4483,Summer
2025-11-18,Antibiotic,North,106,19,2014,2234,2100,Winter
2025-11-18,Pain Relief,East,52,7,364,2245,4919,Monsoon
2025-11-18,Cough Syrup,North,212,18,3816,1045,1584,Monsoon
2025-11-19,Paracetamol,North,67,47,3149,4721,3854,Winter
2025-11-19,Insulin,East,192,11,2112,2979,3580,Summer
2025-11-19,Vitamin C,South,294,10,2940,2260,2144,Winter
2025-11-19,Antibiotic,West,172,6,1032,1771,2125,Spring
2025-11-19,Pain Relief,South,57,31,1767,1625,3502,Monsoon
2025-11-19,Cough Syrup,South,208,18,3744,1113,1611,Winter
2025-11-20,Paracetamol,West,89,14,1246,706,1887,Monsoon
2025-11-20,Insulin,East,72,27,1944,290,2361,Monsoon
2025-11-20,Vitamin C,East,293,12,3516,3006,3439,Spring
2025-11-20,Antibiotic,East,156,6,936,3969,1379,Monsoon
2025-11-20,Pain Relief,North,126,7,882,1195,4456,Spring
2025-11-20,Cough Syrup,North,93,13,1209,1187,1574,Summer
2025-11-21,Paracetamol,North,191,50,9550,1606,2822,Spring
2025-11-21,Insulin,North,297,28,8316,2475,1620,Winter
2025-11-21,Vitamin C,South,139,50,6950,2476,4769,Winter
2025-11-21,Antibiotic,North,189,23,4347,2167,1783,Summer
2025-11-21,Pain Relief,North,91,6,546,576,1358,Monsoon
2025-11-21,Cough Syrup,North,204,34,6936,1833,740,Winter
2025-11-22,Paracetamol,North,56,34,1904,1590,4346,Winter
2025-11-22,Insulin,North,167,11,1837,970,4614,Spring
2025-11-22,Vitamin C,North,104,29,3016,1074,2151,Monsoon
2025-11-22,Antibiotic,North,110,35,3850,1300,798,Summer
2025-11-22,Pain Relief,South,102,14,1428,2940,2545,Spring
2025-11-22,Cough Syrup,East,134,47,6298,3244,3989,Spring
2025-11-23,Paracetamol,South,298,11,3278,4000,3792,Winter
2025-11-23,Insulin,North,154,23,3542,3980,2838,Monsoon
2025-11-23,Vitamin C,South,148,12,1776,767,3281,Spring
2025-11-23,Antibiotic,South,126,36,4536,1997,604,Winter
2025-11-23,Pain Relief,North,169,8,1352,4354,2781,Monsoon
2025-11-23,Cough Syrup,North,278,17,4726,3815,2808,Monsoon
2025-11-24,Paracetamol,East,129,18,2322,1049,679,Summer
2025-11-24,Insulin,West,93,33,3069,643,1832,Monsoon
2025-11-24,Vitamin C,North,255,16,4080,3740,1585,Spring
2025-11-24,Antibiotic,South,144,18,2592,2437,3342,Spring
2025-11-24,Pain Relief,West,186,43,7998,3913,4215,Winter
2025-11-24,Cough Syrup,North,88,11,968,4137,4120,Summer
2025-11-25,Paracetamol,East,73,38,2774,3344,3893,Monsoon
2025-11-25,Insulin,West,198,18,3564,2369,2845,Spring
2025-11-25,Vitamin C,North,122,50,6100,4322,4909,Spring
2025-11-25,Antibiotic,South,86,38,3268,2276,4525,Spring
2025-11-25,Pain Relief,West,209,11,2299,1798,855,Summer
2025-11-25,Cough Syrup,South,170,27,4590,4938,4050,Spring
2025-11-26,Paracetamol,North,93,17,1581,3314,954,Winter
2025-11-26,Insulin,West,89,32,2848,2885,4897,Summer
2025-11-26,Vitamin C,North,249,41,10209,2916,1883,Summer
2025-11-26,Antibiotic,West,217,29,6293,4191,2539,Winter
2025-11-26,Pain Relief,South,72,48,3456,4579,2398,Winter
2025-11-26,Cough Syrup,North,282,23,6486,1109,752,Winter
2025-11-27,Paracetamol,North,61,23,1403,4307,4543,Monsoon
2025-11-27,Insulin,West,183,27,4941,1476,794,Monsoon
2025-11-27,Vitamin C,East,81,47,3807,745,3309,Summer
2025-11-27,Antibiotic,North,159,17,2703,2708,4330,Winter
2025-11-27,Pain Relief,East,268,18,4824,1425,3997,Summer
2025-11-27,Cough Syrup,East,213,5,1065,4017,3704,Summer
2025-11-28,Paracetamol,South,165,18,2970,1542,4718,Spring
2025-11-28,Insulin,South,236,50,11800,3682,3639,Spring
2025-11-28,Vitamin C,North,258,32,8256,1737,4621,Monsoon
2025-11-28,Antibiotic,South,279,49,13671,2544,1553,Winter
2025-11-28,Pain Relief,South,257,18,4626,2764,3850,Spring
2025-11-28,Cough Syrup,East,172,47,8084,2885,3288,Winter
2025-11-29,Paracetamol,South,265,12,3180,2455,3167,Summer
2025-11-29,Insulin,North,265,20,5300,3001,2424,Summer
2025-11-29,Vitamin C,West,241,40,9640,907,2398,Summer
2025-11-29,Antibiotic,North,194,32,6208,1570,4281,Summer
2025-11-29,Pain Relief,South,200,36,7200,238,2488,Summer
2025-11-29,Cough Syrup,South,168,28,4704,1975,4610,Spring
2025-11-30,Paracetamol,East,75,17,1275,476,523,Summer
2025-11-30,Insulin,East,223,37,8251,3749,2141,Spring
2025-11-30,Vitamin C,South,155,47,7285,4626,2463,Winter
2025-11-30,Antibiotic,West,106,10,1060,2667,4642,Winter
2025-11-30,Pain Relief,North,196,29,5684,846,2406,Summer
2025-11-30,Cough Syrup,North,108,26,2808,4449,2697,Summer
2025-12-01,Paracetamol,North,255,6,1530,2442,4032,Monsoon
2025-12-01,Insulin,North,94,34,3196,1648,1613,Summer
2025-12-01,Vitamin C,South,75,47,3525,2189,748,Monsoon
2025-12-01,Antibiotic,North,54,15,810,1856,2881,Winter
2025-12-01,Pain Relief,East,231,19,4389,3402,3154,Summer
2025-12-01,Cough Syrup,West,176,29,5104,951,4974,Monsoon
2025-12-02,Paracetamol,East,88,21,1848,4319,2311,Spring
2025-12-02,Insulin,West,95,40,3800,833,4587,Spring
2025-12-02,Vitamin C,South,157,38,5966,2216,2028,Winter
2025-12-02,Antibiotic,East,217,20,4340,575,1897,Winter
2025-12-02,Pain Relief,South,162,42,6804,3192,1360,Monsoon
2025-12-02,Cough Syrup,North,207,15,3105,2270,4699,Monsoon
2025-12-03,Paracetamol,South,77,20,1540,3987,718,Summer
2025-12-03,Insulin,South,124,33,4092,3193,4457,Monsoon
2025-12-03,Vitamin C,East,98,39,3822,3005,4583,Spring
2025-12-03,Antibiotic,West,79,7,553,1434,2058,Monsoon
2025-12-03,Pain Relief,West,160,34,5440,3902,3288,Summer
2025-12-03,Cough Syrup,West,118,38,4484,3545,2849,Spring
2025-12-04,Paracetamol,South,139,24,3336,1843,4656,Spring
2025-12-04,Insulin,South,207,22,4554,1540,2513,Summer
2025-12-04,Vitamin C,East,70,49,3430,3180,585,Spring
2025-12-04,Antibiotic,South,242,27,6534,639,4832,Monsoon
2025-12-04,Pain Relief,South,146,29,4234,2518,2321,Spring
2025-12-04,Cough Syrup,West,243,35,8505,4663,2799,Monsoon
2025-12-05,Paracetamol,South,175,10,1750,4827,636,Summer
2025-12-05,Insulin,South,268,7,1876,4032,2956,Summer
2025-12-05,Vitamin C,West,250,42,10500,3692,1355,Winter
2025-12-05,Antibiotic,West,178,50,8900,4295,2510,Spring
2025-12-05,Pain Relief,North,227,22,4994,2550,3635,Spring
2025-12-05,Cough Syrup,East,205,49,10045,1073,807,Spring
2025-12-06,Paracetamol,West,249,40,9960,2410,4339,Summer
2025-12-06,Insulin,West,113,26,2938,410,2035,Winter
2025-12-06,Vitamin C,South,168,47,7896,2310,2430,Summer
2025-12-06,Antibiotic,North,98,21,2058,4270,1029,Summer
2025-12-06,Pain Relief,West,101,43,4343,3518,4794,Winter
2025-12-06,Cough Syrup,North,270,41,11070,624,4236,Spring
2025-12-07,Paracetamol,East,292,20,5840,1918,745,Spring
2025-12-07,Insulin,West,221,24,5304,307,3477,Summer
2025-12-07,Vitamin C,South,229,39,8931,1810,1071,Spring
2025-12-07,Antibiotic,South,100,29,2900,763,1397,Spring
2025-12-07,Pain Relief,East,260,5,1300,4851,932,Spring
2025-12-07,Cough Syrup,West,170,5,850,2576,4781,Monsoon
2025-12-08,Paracetamol,West,232,38,8816,4939,536,Summer
2025-12-08,Insulin,North,218,8,1744,371,2108,Summer
2025-12-08,Vitamin C,South,93,45,4185,700,4616,Spring
2025-12-08,Antibiotic,East,98,43,4214,318,1479,Spring
2025-12-08,Pain Relief,East,300,5,1500,1156,4061,Spring
2025-12-08,Cough Syrup,South,76,15,1140,3980,4010,Summer
2025-12-09,Paracetamol,East,93,49,4557,4304,3030,Monsoon
2025-12-09,Insulin,North,231,36,8316,1241,1299,Spring
2025-12-09,Vitamin C,North,146,6,876,280,738,Monsoon
2025-12-09,Antibiotic,East,57,9,513,4941,3668,Summer
2025-12-09,Pain Relief,South,293,16,4688,3622,3495,Spring
2025-12-09,Cough Syrup,East,245,24,5880,2078,2297,Spring
2025-12-10,Paracetamol,North,134,26,3484,650,1725,Winter
2025-12-10,Insulin,North,108,28,3024,3795,1496,Spring
2025-12-10,Vitamin C,East,259,24,6216,1340,3475,Summer
2025-12-10,Antibiotic,West,89,42,3738,854,740,Summer
2025-12-10,Pain Relief,North,217,43,9331,1138,3989,Spring
2025-12-10,Cough Syrup,North,279,17,4743,1741,3688,Spring
2025-12-11,Paracetamol,North,271,39,10569,1077,4114,Summer
2025-12-11,Insulin,North,130,11,1430,2993,3706,Winter
2025-12-11,Vitamin C,North,256,47,12032,1410,3115,Spring
2025-12-11,Antibiotic,East,292,35,10220,2159,4034,Spring
2025-12-11,Pain Relief,South,105,5,525,210,4725,Summer
2025-12-11,Cough Syrup,North,181,7,1267,3676,1293,Monsoon
2025-12-12,Paracetamol,West,289,14,4046,3403,3543,Winter
2025-12-12,Insulin,West,71,42,2982,4554,3149,Spring
2025-12-12,Vitamin C,South,126,34,4284,2643,504,Spring
2025-12-12,Antibiotic,East,217,47,10199,4420,1689,Spring
2025-12-12,Pain Relief,West,116,25,2900,3789,1766,Spring
2025-12-12,Cough Syrup,West,246,14,3444,3815,2357,Spring
2025-12-13,Paracetamol,North,70,28,1960,2822,1159,Summer
2025-12-13,Insulin,North,265,23,6095,3990,3944,Spring
2025-12-13,Vitamin C,South,178,5,890,3035,3472,Winter
2025-12-13,Antibiotic,East,63,48,3024,1941,701,Winter
2025-12-13,Pain Relief,North,127,48,6096,834,2509,Summer
2025-12-13,Cough Syrup,North,76,12,912,4394,2146,Summer
2025-12-14,Paracetamol,North,113,28,3164,3946,702,Spring
2025-12-14,Insulin,East,263,40,10520,723,4963,Monsoon
2025-12-14,Vitamin C,North,254,41,10414,3586,4064,Spring
2025-12-14,Antibiotic,South,164,34,5576,4280,2526,Summer
2025-12-14,Pain Relief,South,79,19,1501,1793,1657,Spring
2025-12-14,Cough Syrup,East,275,13,3575,2032,3072,Monsoon
2025-12-15,Paracetamol,East,91,47,4277,4858,2751,Summer
2025-12-15,Insulin,West,133,36,4788,3344,2068,Summer
2025-12-15,Vitamin C,East,174,48,8352,4955,1225,Winter
2025-12-15,Antibiotic,East,109,21,2289,4143,3582,Monsoon
2025-12-15,Pain Relief,East,121,13,1573,869,4663,Winter
2025-12-15,Cough Syrup,East,223,39,8697,4346,3362,Spring
2025-12-16,Paracetamol,West,128,44,5632,3483,3524,Summer
2025-12-16,Insulin,East,90,32,2880,1085,2261,Winter
2025-12-16,Vitamin C,North,141,17,2397,3229,3198,Winter
2025-12-16,Antibiotic,West,148,47,6956,478,3349,Summer
2025-12-16,Pain Relief,South,110,31,3410,2866,2555,Summer
2025-12-16,Cough Syrup,North,196,18,3528,3427,983,Spring
2025-12-17,Paracetamol,East,171,6,1026,273,2730,Winter
2025-12-17,Insulin,West,204,26,5304,3457,4020,Summer
2025-12-17,Vitamin C,East,293,39,11427,4393,4697,Winter
2025-12-17,Antibiotic,North,203,12,2436,4358,4531,Spring
2025-12-17,Pain Relief,North,71,33,2343,2706,2105,Winter
2025-12-17,Cough Syrup,North,141,26,3666,1003,1530,Spring
2025-12-18,Paracetamol,North,251,28,7028,3300,3530,Spring
2025-12-18,Insulin,South,90,10,900,341,3307,Monsoon
2025-12-18,Vitamin C,South,241,50,12050,4426,4125,Summer
2025-12-18,Antibiotic,North,230,50,11500,2821,1625,Spring
2025-12-18,Pain Relief,West,88,30,2640,1226,1896,Spring
